location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Other,3900.0,5,1,550.0,4,14102.56
Other,3317.5,5,0,268.5,4,8093.44
Dasarahalli,1300.0,2,2,50.0,2,3846.15
Malleshwaram,2475.0,4,3,326.0,3,13171.72
6th Phase JP Nagar,2040.0,3,2,200.0,3,9803.92
Hosakerehalli,1200.0,1,0,150.0,1,12500.0
Jigani,2420.0,4,1,190.0,4,7851.24
Thubarahalli,1216.0,2,1,80.0,2,6578.95
Tumkur Road,1459.0,2,1,110.0,3,7539.41
Jakkur,1622.0,2,0,80.0,3,4932.18
Kanakpura Road,1843.0,3,2,85.0,3,4612.05
Badavala Nagar,1274.0,2,1,81.0,2,6357.93
Other,600.0,1,1,52.0,2,8666.67
Malleshpalya,1430.0,2,1,69.5,3,4860.14
Kammanahalli,1800.0,2,0,280.0,4,15555.56
Begur Road,1565.0,2,2,57.91,3,3700.32
Other,1670.0,3,2,160.0,3,9580.84
Lakshminarayana Pura,1695.0,3,2,150.0,3,8849.56
Other,1410.0,2,2,75.0,2,5319.15
Kengeri Satellite Town,1060.0,2,3,42.0,2,3962.26
Sarjapur  Road,1120.0,2,2,50.0,2,4464.29
Hosa Road,880.0,2,0,50.0,2,5681.82
Jalahalli,1083.0,2,1,32.49,2,3000.0
Dodda Nekkundi,1435.0,3,3,57.2,3,3986.06
Doddakallasandra,1425.0,2,2,56.99,3,3999.3
Arekere,900.0,2,3,50.0,2,5555.56
Other,2400.0,5,2,93.0,5,3875.0
Thanisandra,693.0,1,1,34.3,1,4949.49
Electronic City,2435.0,4,3,119.0,4,4887.06
Iblur Village,1920.0,3,2,150.0,3,7812.5
Electronic City,630.0,1,1,47.0,1,7460.32
Bisuvanahalli,1075.0,2,1,50.0,3,4651.16
Nagavarapalya,705.0,1,1,55.0,1,7801.42
Other,1200.0,2,2,75.6,3,6300.0
Mahadevpura,1532.0,2,2,62.0,2,4047.0
Rajiv Nagar,1330.0,2,1,93.0,2,6992.48
Other,1200.0,3,1,210.0,4,17500.0
Sarjapur  Road,1530.0,2,2,60.0,3,3921.57
Kasavanhalli,1105.0,2,2,42.0,2,3800.9
1st Phase JP Nagar,1566.0,2,0,180.0,2,11494.25
Harlur,1630.0,3,1,95.1,3,5834.36
5th Phase JP Nagar,1256.0,2,1,62.8,2,5000.0
Brookefield,1595.0,2,3,75.0,3,4702.19
7th Phase JP Nagar,1000.0,2,2,53.0,2,5300.0
Poorna Pragna Layout,1475.0,2,2,58.99,3,3999.32
Other,2400.0,5,3,285.0,5,11875.0
Electronic City Phase II,1000.0,2,1,28.88,2,2888.0
Other,2360.0,4,1,650.0,4,27542.37
Uttarahalli,1737.0,2,3,95.0,3,5469.2
Electronic City Phase II,1000.0,2,1,28.88,2,2888.0
Other,2100.0,4,2,150.0,4,7142.86
Hosakerehalli,3600.0,6,1,145.0,8,4027.78
Mysore Road,883.0,2,1,50.0,2,5662.51
Haralur Road,1243.0,2,2,46.0,2,3700.72
BTM Layout,1776.0,2,3,75.0,3,4222.97
Anjanapura,1347.0,2,1,37.72,3,2800.3
Whitefield,1330.0,2,2,55.0,3,4135.34
Other,600.0,2,1,120.0,2,20000.0
Rajaji Nagar,3730.0,4,3,370.0,4,9919.57
Harlur,1459.0,3,2,135.0,3,9252.91
Thanisandra,2259.0,5,2,135.0,4,5976.1
JP Nagar,2700.0,4,1,160.0,7,5925.93
Gubbalala,1008.0,2,2,32.25,2,3199.4
Other,1200.0,2,2,52.5,2,4375.0
Other,2328.0,4,1,528.0,4,22680.41
Electronic City,660.0,1,1,15.5,2,2348.48
Rajaji Nagar,1800.0,2,2,250.0,3,13888.89
Rajaji Nagar,3100.0,4,3,550.0,4,17741.94
Yelahanka,1405.0,2,0,50.58,2,3600.0
Yelahanka,602.0,1,1,26.0,1,4318.94
Marathahalli,1710.0,3,2,100.0,3,5847.95
JP Nagar,1500.0,2,3,82.0,3,5466.67
Other,1539.0,3,2,60.0,3,3898.64
Judicial Layout,1100.0,2,1,53.0,3,4818.18
Raja Rajeshwari Nagar,1151.0,2,1,49.0,2,4257.17
Other,920.0,2,1,46.0,2,5000.0
Kathriguppe,1350.0,3,3,78.3,3,5800.0
Bannerghatta Road,1200.0,2,2,65.0,2,5416.67
Thanisandra,1265.0,2,1,78.0,2,6166.01
Sarjapur  Road,1700.0,3,2,93.5,3,5500.0
Ramamurthy Nagar,1600.0,3,0,75.0,3,4687.5
Other,1550.0,4,1,120.0,4,7741.94
R.T. Nagar,1560.0,3,3,125.0,3,8012.82
Haralur Road,1243.0,2,2,46.0,2,3700.72
Raja Rajeshwari Nagar,1200.0,4,1,160.0,4,13333.33
Sarjapur  Road,1403.0,3,1,56.0,3,3991.45
Doddakallasandra,1010.0,2,1,40.39,2,3999.01
Tumkur Road,1416.0,3,1,94.0,3,6638.42
Kanakpura Road,1628.0,2,2,68.0,2,4176.9
Chamrajpet,1660.4,4,2,211.0,4,12707.78
7th Phase JP Nagar,1680.0,3,2,125.0,3,7440.48
Doddathoguru,1595.0,3,3,62.0,3,3887.15
Kanakpura Road,1507.0,2,3,95.0,3,6303.92
Frazer Town,2560.0,3,2,288.0,3,11250.0
Hennur Road,1949.0,3,1,133.0,3,6824.01
BTM 2nd Stage,800.0,2,1,175.0,2,21875.0
Electronic City Phase II,1000.0,2,1,28.88,2,2888.0
Other,905.0,2,1,50.0,2,5524.86
Hosakerehalli,2480.0,3,2,245.0,3,9879.03
Other,1495.0,3,2,200.0,3,13377.93
Kaikondrahalli,1605.0,3,3,105.0,3,6542.06
Bommanahalli,1290.0,2,1,73.0,2,5658.91
Yelahanka,1100.0,2,1,60.0,2,5454.55
Vishveshwarya Layout,2100.0,6,0,92.0,6,4380.95
Electronics City Phase 1,995.0,2,1,49.8,2,5005.03
Rajaji Nagar,3526.0,4,3,598.0,4,16959.73
Gottigere,1425.0,2,2,47.0,3,3298.25
Other,1455.0,2,2,55.0,3,3780.07
Other,550.0,1,1,23.0,1,4181.82
Uttarahalli,1385.0,2,2,48.48,3,3500.36
Vishveshwarya Layout,7000.0,4,2,210.0,4,3000.0
Other,4000.0,3,0,130.0,5,3250.0
Other,1060.0,2,1,53.0,2,5000.0
Other,1080.0,2,2,75.0,3,6944.44
HBR Layout,1783.0,3,2,125.0,3,7010.66
Haralur Road,1520.0,2,2,90.0,3,5921.05
Sarjapur  Road,1060.0,2,1,55.0,2,5188.68
Raja Rajeshwari Nagar,1267.0,2,1,54.35,2,4289.66
Whitefield,1155.0,2,2,55.0,2,4761.9
Karuna Nagar,2500.0,3,2,180.0,3,7200.0
Bannerghatta Road,1240.0,2,1,65.0,2,5241.94
Other,1570.0,3,2,78.0,3,4968.15
NGR Layout,1019.0,2,1,45.9,2,4504.42
Whitefield,1355.0,3,3,76.0,2,5608.86
Other,1537.0,3,2,110.0,3,7156.8
Whitefield,4075.0,5,3,226.0,4,5546.01
Raja Rajeshwari Nagar,1550.0,3,3,52.45,3,3383.87
Raja Rajeshwari Nagar,1100.0,2,1,50.0,2,4545.45
Other,1750.0,3,2,150.0,3,8571.43
9th Phase JP Nagar,1466.0,2,2,71.0,2,4843.11
Rachenahalli,1550.0,3,2,72.5,3,4677.42
Akshaya Nagar,2300.0,4,3,102.0,3,4434.78
Kengeri,540.0,1,1,22.5,1,4166.67
8th Phase JP Nagar,950.0,3,2,130.0,3,13684.21
Other,2800.0,7,1,250.0,7,8928.57
Other,1020.0,2,3,48.0,2,4705.88
Cunningham Road,2880.0,3,2,501.0,3,17395.83
Hebbal,1987.0,4,2,165.0,3,8303.98
Hoodi,1305.0,2,1,75.0,2,5747.13
Sarjapur,2100.0,3,1,125.0,4,5952.38
Electronic City,1125.0,2,1,32.5,2,2888.89
Horamavu Banaswadi,1225.0,2,2,49.5,2,4040.82
Hennur,1255.0,2,1,55.5,2,4422.31
Other,1191.0,2,1,90.0,2,7556.68
Uttarahalli,3600.0,6,2,303.0,6,8416.67
Electronic City,1165.0,2,1,33.64,2,2887.55
Other,865.0,2,1,35.11,2,4058.96
Nagarbhavi,1850.0,2,2,88.0,3,4756.76
Hennur Road,1232.0,2,2,89.0,2,7224.03
Thanisandra,1732.0,3,3,85.73,3,4949.77
Yelahanka,1614.0,2,1,100.0,3,6195.79
Magadi Road,600.0,1,1,22.0,2,3666.67
Thigalarapalya,2072.0,4,2,155.0,3,7480.69
Electronic City,919.0,2,2,34.0,2,3699.67
Other,2100.0,4,1,90.0,4,4285.71
Marsur,1200.0,3,1,150.0,3,12500.0
Other,2849.0,5,2,250.0,4,8775.01
Other,1000.0,2,2,42.0,2,4200.0
Whitefield,1216.0,2,1,75.0,2,6167.76
Lingadheeranahalli,2245.0,4,2,154.0,4,6859.69
Bannerghatta Road,1476.0,3,1,125.0,3,8468.83
Ambedkar Nagar,1852.0,3,2,130.0,3,7019.44
Other,1225.0,2,2,47.0,2,3836.73
Panathur,1597.0,3,1,67.12,3,4202.88
Jakkur,2423.0,4,3,160.0,3,6603.38
Marathahalli,1152.0,2,1,90.0,2,7812.5
Harlur,1762.0,3,2,133.0,3,7548.24
Kammasandra,1400.0,3,2,92.0,3,6571.43
Rachenahalli,1530.0,2,2,74.4,3,4862.75
Other,2400.0,6,3,400.0,6,16666.67
Raja Rajeshwari Nagar,1185.0,2,2,40.17,2,3389.87
Yelahanka,1890.0,3,2,108.0,3,5714.29
Varthur Road,1247.0,2,2,58.0,3,4651.16
Bellandur,1201.0,2,2,59.99,2,4995.0
Other,830.0,2,2,40.0,2,4819.28
Electronic City Phase II,1165.0,2,1,30.29,2,2600.0
Bommanahalli,1100.0,1,2,55.0,2,5000.0
9th Phase JP Nagar,1890.0,2,2,93.0,3,4920.63
Other,1685.0,3,2,60.0,3,3560.83
Sarakki Nagar,3131.0,4,3,349.0,4,11146.6
Battarahalli,1165.0,2,1,43.0,2,3690.99
Other,827.0,2,1,45.0,2,5441.35
Uttarahalli,1200.0,4,3,179.0,4,14916.67
Electronics City Phase 1,635.0,1,0,26.0,1,4094.49
Whitefield,4000.0,4,3,380.0,4,9500.0
Other,1050.0,2,1,50.0,2,4761.9
Jakkur,1819.18,3,2,168.0,3,9234.93
Kanakapura,1500.0,3,3,125.0,3,8333.33
Yelenahalli,1500.0,2,2,57.0,3,3800.0
Benson Town,2850.0,4,3,470.0,3,16491.23
Raja Rajeshwari Nagar,1751.0,3,3,72.0,3,4111.94
Bommasandra,1020.0,2,1,40.89,2,4008.82
Thanisandra,1148.0,2,1,43.5,2,3789.2
Talaghattapura,1856.0,3,2,135.0,3,7273.71
Other,4273.0,3,2,1100.0,3,25743.04
Other,1060.0,2,1,49.27,2,4648.11
Haralur Road,1300.0,2,2,60.0,2,4615.38
Hormavu,3000.0,4,0,100.0,4,3333.33
Bellandur,1325.0,2,2,65.0,2,4905.66
Other,1261.0,2,2,61.0,2,4837.43
Other,1100.0,2,2,46.0,2,4181.82
Ramamurthy Nagar,700.0,2,1,33.0,2,4714.29
7th Phase JP Nagar,1675.0,2,2,135.0,3,8059.7
Other,3400.0,4,2,190.0,4,5588.24
Kodihalli,3260.0,5,3,388.0,4,11901.84
Other,1180.0,2,2,56.0,2,4745.76
Uttarahalli,1160.0,2,2,45.0,2,3879.31
Kasavanhalli,1863.0,3,2,105.0,4,5636.07
Sahakara Nagar,1914.0,3,2,149.0,3,7784.74
BTM Layout,1458.0,3,2,79.0,3,5418.38
Babusapalaya,1105.0,2,1,40.0,2,3619.91
Akshaya Nagar,1662.0,3,2,90.0,3,5415.16
Yelahanka,1556.0,3,2,86.0,3,5526.99
Jigani,918.0,2,2,50.0,2,5446.62
Sarjapur  Road,1455.0,2,1,98.0,3,6735.4
Other,1205.0,2,1,70.0,2,5809.13
BEML Layout,1194.0,2,1,65.0,2,5443.89
Laggere,1200.0,2,0,75.0,2,6250.0
Bannerghatta Road,1100.0,2,2,52.0,3,4727.27
Sarjapur  Road,1405.0,3,2,48.87,3,3478.29
Subramanyapura,929.0,2,1,56.0,2,6027.99
Frazer Town,3436.0,5,2,341.0,4,9924.33
7th Phase JP Nagar,1035.0,2,1,39.33,2,3800.0
8th Phase JP Nagar,2100.0,4,3,92.0,4,4380.95
Channasandra,1065.0,2,1,40.47,2,3800.0
Bannerghatta Road,1532.5,3,0,84.29,3,5500.16
Hormavu,1093.0,2,1,32.78,2,2999.09
Anandapura,1250.0,2,2,45.0,2,3600.0
Marathahalli,1680.0,3,3,105.0,3,6250.0
Nagarbhavi,1146.0,2,1,50.0,2,4363.0
Other,1250.0,2,3,58.0,2,4640.0
Ramagondanahalli,1451.0,3,1,60.44,3,4165.4
Other,1424.0,2,3,55.0,3,3862.36
Gottigere,1435.0,2,3,62.0,3,4320.56
Devanahalli,658.0,1,0,26.91,1,4089.67
Bommanahalli,1300.0,3,2,45.0,3,3461.54
Whitefield,1242.0,2,2,65.0,2,5233.49
Marathahalli,1910.0,3,3,119.0,3,6230.37
Yelahanka,1610.0,4,2,85.0,3,5279.5
Hulimavu,1127.0,2,1,65.0,2,5767.52
Yelahanka,1075.0,2,1,42.0,3,3906.98
Mysore Road,1155.0,2,1,51.0,2,4415.58
Other,1250.0,3,1,55.0,3,4400.0
Other,2200.0,4,2,160.0,3,7272.73
Billekahalli,2400.0,3,1,150.0,3,6250.0
Chandapura,876.0,2,2,29.5,2,3367.58
Nagarbhavi,1850.0,2,2,89.0,3,4810.81
Kadugodi,1314.0,2,3,83.0,2,6316.59
Rachenahalli,690.0,1,1,39.8,1,5768.12
Electronic City Phase II,3550.0,2,2,167.5,4,4718.31
Other,1230.0,2,3,55.0,2,4471.54
Bommasandra,920.0,2,1,37.2,2,4043.48
Sarjapur  Road,1850.0,3,3,140.0,3,7567.57
Electronic City,1073.0,2,2,60.0,2,5591.8
Other,1540.0,3,3,76.0,3,4935.06
Kanakpura Road,1550.0,3,3,63.5,3,4096.77
Kalyan nagar,1198.0,2,1,65.0,2,5425.71
HBR Layout,1656.0,3,2,90.0,3,5434.78
Other,1900.0,3,3,155.0,3,8157.89
Ramagondanahalli,1910.0,3,2,142.0,3,7434.55
Mysore Road,1003.0,2,1,43.0,2,4287.14
Whitefield,1495.0,2,2,67.0,3,4481.61
Thanisandra,2172.0,3,2,76.02,3,3500.0
Sarakki Nagar,2400.0,4,2,358.0,4,14916.67
Other,1200.0,1,2,95.0,2,7916.67
Whitefield,1548.0,3,1,65.0,3,4198.97
Other,5400.0,5,2,972.0,7,18000.0
Whitefield,2856.0,5,0,154.5,4,5409.66
Hosur Road,1689.0,3,1,103.0,3,6098.28
Electronic City Phase II,1031.0,2,1,53.0,2,5140.64
Bhoganhalli,2119.0,4,2,111.0,4,5238.32
Whitefield,1200.0,2,2,46.13,2,3844.17
Other,1060.0,2,2,37.0,2,3490.57
Other,1100.0,2,1,61.0,2,5545.45
Other,1350.0,4,2,225.0,4,16666.67
Hennur Road,1250.0,2,1,77.88,3,6230.4
Other,1100.0,2,2,110.0,2,10000.0
Whitefield,1200.0,2,1,46.13,2,3844.17
Seegehalli,1420.0,2,2,46.0,3,3239.44
Electronic City,1500.0,2,1,78.0,3,5200.0
Other,1942.0,3,1,155.0,3,7981.46
Haralur Road,1985.0,3,2,130.0,3,6549.12
Sarjapur  Road,950.0,1,0,39.9,1,4200.0
Other,1200.0,4,2,80.0,3,6666.67
Green Glen Layout,1752.0,3,2,105.0,3,5993.15
Abbigere,1200.0,3,2,120.0,4,10000.0
Old Madras Road,1480.0,2,2,84.0,3,5675.68
Sarjapur  Road,1826.0,3,2,130.0,3,7119.39
8th Phase JP Nagar,1035.0,2,1,39.33,2,3800.0
Sarjapur  Road,2600.0,4,2,98.0,4,3769.23
Kasavanhalli,1667.0,3,2,92.0,3,5518.9
Thanisandra,934.0,2,2,55.0,2,5888.65
Mahadevpura,1620.0,2,1,76.0,3,4691.36
Electronic City,1070.0,2,1,47.0,2,4392.52
Hosur Road,3600.0,5,3,180.0,5,5000.0
Uttarahalli,1280.0,2,2,60.0,3,4687.5
Other,1400.0,2,2,60.0,2,4285.71
Other,1330.0,2,1,64.0,2,4812.03
Balagere,1012.0,2,1,54.59,2,5394.27
Electronic City Phase II,1611.0,2,2,48.33,3,3000.0
Whitefield,1405.0,3,2,58.0,3,4128.11
Other,1515.0,3,3,90.0,3,5940.59
Thigalarapalya,1830.0,4,2,150.0,3,8196.72
Kaggadasapura,1710.0,3,0,60.0,3,3508.77
BTM Layout,935.0,2,1,51.5,2,5508.02
Jakkur,2197.0,3,2,136.0,3,6190.26
Yeshwanthpur,1678.0,3,2,92.13,3,5490.46
Brookefield,1410.0,2,0,80.0,3,5673.76
Jakkur,1125.0,2,2,65.0,2,5777.78
Magadi Road,1191.0,2,1,55.38,3,4649.87
Thubarahalli,1200.0,2,2,79.0,2,6583.33
CV Raman Nagar,1525.0,2,3,67.0,3,4393.44
Other,1464.0,3,3,56.0,3,3825.14
Seegehalli,920.0,2,1,27.0,2,2934.78
Yelahanka,651.0,1,1,17.5,1,2688.17
Chikkabanavar,600.0,1,2,25.0,2,4166.67
Chandapura,645.0,1,1,16.45,1,2550.39
Thanisandra,1185.0,2,2,44.0,2,3713.08
Electronics City Phase 1,1190.0,2,1,68.0,2,5714.29
Whitefield,2856.0,5,0,158.5,4,5549.72
Whitefield,1355.0,2,3,73.0,2,5387.45
KR Puram,1200.0,1,0,65.0,2,5416.67
Kundalahalli,7000.0,4,3,550.0,4,7857.14
Yelahanka New Town,500.0,2,1,24.0,1,4800.0
Bommasandra Industrial Area,1250.0,3,3,50.0,3,4000.0
Uttarahalli,1480.0,2,1,58.0,3,3918.92
Ambalipura,3300.0,4,2,329.0,4,9969.7
KR Puram,1583.0,2,2,70.445,3,4450.09
Other,1206.0,2,1,53.0,2,4394.69
Rajaji Nagar,1357.0,2,1,130.0,2,9579.96
Hosakerehalli,925.0,2,1,46.5,2,5027.03
8th Phase JP Nagar,909.0,2,1,40.9,2,4499.45
Brookefield,1100.0,2,1,55.0,2,5000.0
Malleshwaram,3000.0,5,2,815.0,4,27166.67
Vidyaranyapura,1100.0,2,1,54.0,2,4909.09
Subramanyapura,975.0,2,1,65.0,2,6666.67
Raja Rajeshwari Nagar,1306.0,2,2,44.17,2,3382.08
Other,1200.0,4,1,95.0,4,7916.67
Kalena Agrahara,610.0,1,1,39.0,1,6393.44
Yelahanka,1484.0,2,2,56.4,3,3800.54
Ramamurthy Nagar,1125.0,2,1,47.0,2,4177.78
Bhoganhalli,1447.0,2,1,75.97,2,5250.17
Whitefield,2882.0,5,1,158.0,4,5482.3
Kundalahalli,2075.0,3,1,115.0,3,5542.17
Other,1250.0,2,1,58.0,2,4640.0
Horamavu Banaswadi,1272.0,2,2,51.5,2,4048.74
Other,625.0,2,1,24.0,2,3840.0
1st Phase JP Nagar,840.0,2,2,50.0,1,5952.38
Hennur Road,2502.0,4,2,180.0,4,7194.24
Rayasandra,583.0,1,1,26.9,1,4614.07
Other,900.0,2,1,27.0,2,3000.0
Sarjapur  Road,1115.0,2,2,50.0,2,4484.3
Other,1464.0,2,2,56.0,2,3825.14
Kanakapura,2200.0,3,1,121.0,3,5500.0
Whitefield,750.0,1,1,51.0,1,6800.0
Marathahalli,1600.0,3,3,58.0,3,3625.0
Chikkalasandra,1365.0,2,2,49.0,3,3589.74
Other,1300.0,3,2,64.0,3,4923.08
Other,1200.0,1,0,69.0,1,5750.0
Hormavu,1260.0,2,2,35.0,2,2777.78
Electronics City Phase 1,1190.0,2,2,33.92,2,2850.42
Hosakerehalli,2480.0,4,1,260.0,3,10483.87
Vishwapriya Layout,1250.0,3,2,38.0,3,3040.0
Kaggadasapura,1500.0,3,0,75.0,3,5000.0
Banashankari Stage V,1510.0,3,3,47.57,3,3150.33
7th Phase JP Nagar,1187.0,2,1,59.0,2,4970.51
Kundalahalli,1120.0,2,1,53.76,2,4800.0
Whitefield,1115.0,2,0,34.555,2,3099.1
Other,1717.0,3,3,99.0,3,5765.87
Other,2099.0,3,2,95.0,3,4525.96
Kasturi Nagar,1100.0,2,2,58.0,2,5272.73
Other,1200.0,1,0,48.0,1,4000.0
Bannerghatta Road,1465.0,2,1,45.87,3,3131.06
Kothanur,1500.0,1,0,75.0,1,5000.0
Other,4050.0,4,1,600.0,5,14814.81
Haralur Road,1255.0,2,1,90.0,3,7171.31
5th Phase JP Nagar,1220.0,2,3,88.0,2,7213.11
Electronic City Phase II,1065.0,2,1,30.88,2,2899.53
Sultan Palaya,1765.0,3,3,80.0,3,4532.58
Bellandur,1281.0,2,2,87.0,2,6791.57
Electronic City,1210.0,2,2,25.0,2,2066.12
Kaggadasapura,1215.0,2,3,43.0,2,3539.09
Ananth Nagar,1200.0,3,1,87.0,4,7250.0
Mysore Road,1237.0,2,2,73.0,2,5901.37
Lakshminarayana Pura,1300.0,2,1,70.0,2,5384.62
Whitefield,1105.0,2,2,39.99,2,3619.0
Chandapura,1505.0,2,2,42.0,3,2790.7
Hebbal Kempapura,3900.0,5,2,310.0,4,7948.72
Banashankari,1186.0,2,3,65.0,2,5480.61
Kengeri,750.0,2,1,35.5,2,4733.33
Varthur,1083.0,2,2,28.0,2,2585.41
Other,1430.0,2,1,78.65,3,5500.0
Thanisandra,1056.0,2,2,68.0,2,6439.39
Other,2108.0,3,3,85.0,3,4032.26
Banashankari,1650.0,3,2,101.0,3,6121.21
Electronic City Phase II,1220.0,3,1,36.6,3,3000.0
Rayasandra,1198.0,2,1,54.0,2,4507.51
Other,1190.0,2,1,70.0,2,5882.35
Other,900.0,2,1,41.0,2,4555.56
Other,2690.0,4,2,185.0,4,6877.32
Kanakapura,1340.0,2,2,65.0,2,4850.75
Bommenahalli,2940.0,3,2,2250.0,4,76530.61
Giri Nagar,2400.0,6,1,400.0,6,16666.67
Yelahanka,1260.0,2,2,59.2,2,4698.41
Talaghattapura,2254.0,3,2,153.0,3,6787.93
Other,1800.0,5,1,250.0,4,13888.89
JP Nagar,820.0,2,1,45.0,2,5487.8
Electronic City,1296.0,2,2,65.0,2,5015.43
Uttarahalli,1190.0,2,1,53.55,2,4500.0
Whitefield,1173.0,2,1,77.0,2,6564.36
Sarjapura - Attibele Road,1800.0,3,2,90.0,3,5000.0
Yelahanka,1102.0,2,0,52.0,2,4718.69
Sarjapur,913.0,2,1,36.0,2,3943.04
Hormavu,1176.0,2,1,35.27,3,2999.15
Prithvi Layout,1620.0,3,2,65.0,3,4012.35
Billekahalli,2968.0,3,2,225.0,3,7580.86
Yelahanka,1519.0,2,3,65.0,2,4279.13
Hosur Road,1345.0,2,2,106.0,2,7881.04
Other,1594.0,3,2,99.0,3,6210.79
Other,1250.0,2,1,68.0,2,5440.0
Haralur Road,1056.0,2,1,60.0,2,5681.82
Whitefield,1200.0,3,1,68.4,3,5700.0
Other,1290.0,1,0,77.5,2,6007.75
Other,1150.0,2,1,48.0,2,4173.91
Other,1464.0,2,1,145.0,2,9904.37
Anekal,1200.0,2,1,36.0,4,3000.0
Gollarapalya Hosahalli,861.0,2,0,36.5,2,4239.26
Kundalahalli,1047.0,2,1,82.62,2,7891.12
Other,1200.0,2,0,75.0,2,6250.0
Other,1065.0,2,1,45.0,2,4225.35
Rajaji Nagar,2300.0,3,3,369.0,3,16043.48
Ramamurthy Nagar,1000.0,2,1,62.0,2,6200.0
Lingadheeranahalli,1682.0,3,1,113.0,3,6718.19
Harlur,1756.0,3,2,131.0,3,7460.14
Other,4000.0,4,2,1000.0,5,25000.0
Vittasandra,1238.0,2,1,67.32,2,5437.8
Dasanapura,814.0,2,1,42.0,2,5159.71
Dodda Nekkundi,1145.0,2,1,46.5,2,4061.14
Varthur,965.0,2,1,34.0,2,3523.32
Other,750.0,2,1,36.0,2,4800.0
Banashankari,1300.0,2,2,55.0,3,4230.77
1st Phase JP Nagar,1590.0,3,3,131.0,3,8238.99
Begur Road,644.0,1,1,40.0,1,6211.18
Whitefield,982.0,2,1,37.0,2,3767.82
Indira Nagar,1260.0,2,2,100.0,2,7936.51
Rayasandra,1555.0,3,2,75.17,3,4834.08
Other,2500.0,4,1,450.0,4,18000.0
Kaggadasapura,1225.0,2,2,48.0,2,3918.37
Electronics City Phase 1,1085.0,2,1,46.0,2,4239.63
Rajaji Nagar,1640.0,3,2,220.0,3,13414.63
Thanisandra,1595.0,3,1,110.0,3,6896.55
Raja Rajeshwari Nagar,1196.0,2,2,40.44,2,3381.27
Yelahanka,1859.0,3,1,108.0,3,5809.58
9th Phase JP Nagar,1079.0,2,1,60.0,2,5560.7
Whitefield,1118.0,2,1,42.0,2,3756.71
CV Raman Nagar,1198.0,2,2,60.0,2,5008.35
Chandapura,1162.5,2,2,30.215,3,2599.14
Thigalarapalya,1830.0,4,2,135.0,3,7377.05
Banashankari Stage VI,1160.0,2,1,59.0,2,5086.21
Other,1485.0,2,1,156.0,3,10505.05
Other,2070.0,3,3,135.0,3,6521.74
Kannamangala,957.0,2,0,52.5,2,5485.89
Basaveshwara Nagar,2400.0,4,1,310.0,5,12916.67
Bannerghatta Road,1268.0,2,1,69.0,2,5441.64
Bannerghatta Road,1450.0,2,2,87.0,3,6000.0
Other,1600.0,2,2,75.0,3,4687.5
Uttarahalli,1330.0,2,1,57.0,3,4285.71
Jakkur,1355.0,2,2,65.0,3,4797.05
Horamavu Banaswadi,1272.0,2,2,51.5,2,4048.74
Other,1100.0,2,1,38.49,2,3499.09
Sarjapur  Road,1220.0,3,2,58.0,3,4754.1
Chikkalasandra,1075.0,2,1,46.76,2,4349.77
Other,800.0,2,1,55.0,2,6875.0
Vasanthapura,995.0,2,1,34.82,2,3499.5
Other,900.0,1,1,44.0,2,4888.89
Haralur Road,1140.0,2,1,42.0,2,3684.21
Other,1480.0,2,2,125.0,3,8445.95
Padmanabhanagar,1710.0,2,2,90.63,3,5300.0
Talaghattapura,2106.0,3,3,148.0,3,7027.54
Other,3800.0,2,2,130.0,3,3421.05
Marathahalli,1602.0,2,2,104.0,2,6491.89
Sarjapur  Road,1660.0,2,2,116.0,3,6987.95
Electronic City Phase II,1549.0,3,2,80.0,3,5164.62
Marathahalli,700.0,1,1,38.0,1,5428.57
Balagere,1012.0,2,1,64.0,2,6324.11
Marathahalli,1469.0,3,1,89.0,3,6058.54
Whitefield,1216.0,2,1,69.0,2,5674.34
Electronic City Phase II,1065.0,2,1,56.13,2,5270.42
Thanisandra,1411.0,3,1,93.15,3,6601.7
Pai Layout,1400.0,2,2,57.5,2,4107.14
Hoskote,1250.0,3,2,29.0,3,2320.0
Haralur Road,1245.0,2,3,62.0,2,4979.92
Choodasandra,1115.0,2,1,50.0,2,4484.3
Vidyaranyapura,1000.0,2,1,35.0,2,3500.0
Panathur,1580.0,3,0,71.89,3,4550.0
Subramanyapura,1800.0,3,2,90.0,3,5000.0
Other,1500.0,2,2,130.0,2,8666.67
Chandapura,645.0,1,1,16.45,1,2550.39
Kothannur,1275.0,3,2,44.0,3,3450.98
Kasavanhalli,1494.0,3,2,82.0,3,5488.62
Bhoganhalli,1949.0,3,2,129.0,3,6618.78
BTM Layout,1020.0,2,1,46.5,2,4558.82
Mysore Road,883.0,2,1,45.0,2,5096.26
Old Airport Road,3200.0,4,2,280.0,4,8750.0
Other,2010.0,3,3,125.0,3,6218.91
Yeshwanthpur,1240.0,2,2,80.0,2,6451.61
6th Phase JP Nagar,1213.0,2,1,63.0,2,5193.73
Hegde Nagar,1835.0,3,3,88.0,3,4795.64
Bannerghatta Road,2932.0,5,2,195.0,4,6650.75
Whitefield,3425.0,5,2,250.0,4,7299.27
Gottigere,945.0,2,0,45.0,2,4761.9
Other,1504.0,2,2,100.0,3,6648.94
Lakshminarayana Pura,1569.0,3,2,150.0,3,9560.23
Harlur,1755.0,3,2,130.0,3,7407.41
Vijayanagar,1760.0,3,2,140.0,3,7954.55
Hoodi,1240.0,2,3,43.94,2,3543.55
